"Salony kosmetyczne"|"Monique. Studio zdrowia i urody. Tokarczyk M."|"Królowej Jadwigi 33 lok. 6 a"|33300|"Nowy Sącz"|"18 442 61 88"|m.tokarczyk@outlook.com|
"Salony kosmetyczne"|"Gabinet kosmetyczny Uroda Jadwiga Wawro,Ewa Kochan"|"Kościelna 3"|37200|Przeworsk|"16 648 75 23"|brak|
"Salony kosmetyczne"|"Marzena Rynkowska Gabinet kosmetyczny"|"Zamkowa 2"|13200|Działdowo|"607 291 392"|dariusz_r@poczta.fm|www.studiourodyvictoria.pl
"Salony kosmetyczne"|"Freja Beauty- Joanna Wojnowska"|"Wiejska 1 lok. 25"|87300|Brodnica||asia2548@wp.pl|
"Salony kosmetyczne"|"Laser Studio 4"|"Rynek 7"|86300|Grudziądz|"56 646 16 12"|gabinet@estetiqpoint.pl|www.estetiqpoint.pl
"Salony kosmetyczne"|"Lilianna Grzywińska Gabinet kosmetyczny"|"Cmentarna 27"|95030|Rzgów|"880 708 752"||
"Salony kosmetyczne"|"Barbara Langosz Gabinet kosmetyczny"|"Szpitalna 8 lok. 202"|44190|Knurów|"32 236 02 06"||
"Salony kosmetyczne"|"E. Romańska Wiosna Studio kosmetyczne"|"Solna 8"|25006|Kielce|"41 343 15 86"|ewa.romanska@vp.pl|www.studiowiosna.pl
"Salony kosmetyczne"|"Ksymena. Studio Odnowy Urody. Studio Urody"|"Słowiańska 2G lok. 13"|41700|"Ruda Śląska"|"608 820 830"|salonodnowyksymena@gmail.com|www.salonksymena.pl
"Salony kosmetyczne"|"Black Beauty Studio - Nails&Lashes&Hair&Lips Alicja Balcerek"|"Wrzesińska 51 lok. 3"|62020|Swarzędz|"537 540 971"|balcerekalicja@icloud.com|
"Salony kosmetyczne"|"Centrum Zdrowia I Urody Patrycja Cieśluk"|"al. Jana Pawła II 72"|21010|Łęczna|"530 095 952"|p.ciesluk@forever-beauty.pl|foreverbeauty.com.pl
"Salony kosmetyczne"|"Salon Piękności Katrin, Hanna Grzejka"|"Zegrzyńska 28A lok. 15"|05110|Jabłonna|"607 989 840"|grzejka@wp.pl|www.katrin.ns48.pl
"Salony kosmetyczne"|"Beauty Studio Jolanta Martyka"|"Legionów 107e lok. 2u"|81378|Gdynia|"605 112 005"|jolkamartyka@wp.pl|
"Salony kosmetyczne"|"Kowalczyk Izabela - Sekrety Urody"|"11 Listopada 16"|32800|Brzesko||izabelakowalczykk@gmail.com|sekrety-urody.com
"Salony kosmetyczne"|"Urszula Salon kosmetyczny Urszula Cywińska"|"Dworcowa 2"|09402|Płock|"24 264 79 38"||
"Salony kosmetyczne"|"Studio Urody Passion Magdalena Maj"|"Westerplatte 10"|72344|Rewal|"731 856 799"||www.kosmetyczkarewal.pl
"Salony kosmetyczne"|"Art&beauty Wioletta Jordan"|"Lermontowa 4"|92512|Łódź|"789 030 506"|karoline.biuro@o2.pl|
"Salony kosmetyczne"|"Marlena Breska Kącik Urody ""WENA"""|"Dworcowa 22B"|77200|Miastko|"791 113 953"|marlenso@wp.pl|
"Salony kosmetyczne"|"Salon Kosmetyczny Izabela Kapciak"|"Chęcińska 5 lok. 4U"|25020|Kielce|"41 343 18 07"|izakap@onet.pl|www.skosik.pl
"Salony kosmetyczne"|"Salonik Kosmetyczny"|"Sudecka 118"|53129|Wrocław|"71 781 95 44"|stopyra.agnieszka@gmail.com|www.salonikkosmetycznystopyra.pl
"Salony kosmetyczne"|"Beauty Lashes Monika Mariańska"|"os. Gaj 12 lok. 8"|32540|Trzebinia|"536 390 631"|monikamarianska86@op.pl|beauty-lashes.pl
"Salony kosmetyczne"|"Dorota Horęzga Doris Nails & Beauty"|"Piastowska 20 lok. 4"|49300|Brzeg|"692 887 057"|dorotka2501@wp.pl|
"Salony kosmetyczne"|"Beauty4U - Lashes & Nails & Brow"|"marsz. Piłsudskiego 84"|75529|Koszalin|"517 504 556"|mail4boe@gmail.com|
"Salony kosmetyczne"|"Beauty Vital Akademia piękna i zdrowia Agnieszka Völker"|"11 Listopada 40"|64920|Piła|"513 351 401"|studio.pila@o2.pl|www.beauty-vital.pl
"Salony kosmetyczne"|"Villa Uroda Maria Jezierska"|"Kocborowska 10"|83200|"Starogard Gdański"|"58 562 32 70"|villauroda@gmail.com|www.kosmetyczka-stg.pl
"Salony kosmetyczne"|"Podo-Med. Magdalena Brand-Zawadziło"|"Legnicka 55 lok. 1"|54203|Wrocław|"513 931 358"|podo-med@podo-med.wroclaw.pl|www.podo-med.wroclaw.pl
"Salony kosmetyczne"|"Firma ""B E L L A""-handel i Usługi Izabela Manterys"|"Piaski 66"|42580|Wojkowice|"509 910 011"|bella7@onet.pl|www.bella.net.pl
"Salony kosmetyczne"|"Prestige Gabinet fryzjersko-kosmetyczny"|"Główny Rynek 11"|62800|Kalisz|"508 074 638"|milena@gabinetprestige.pl|www.gabinetprestige.pl
"Salony kosmetyczne"|"Medea Gabinet Medycyny I Kosmetologii Estetycznej Magda Meller"|"ks. Czesława Lissowskiego 7"|87500|Rypin|"537 940 256"|cieplinska.magda@wp.pl|medea-rypin.pl
"Salony kosmetyczne"|"Evita Spa Klinika urody, zabiegi kosmetyczne, odnowa biologiczna, makijaż permanentny i laseroterapia"|96E|72005|Przecław|"91 852 40 93"|info@evitaspa.pl|www.evitaspa.pl
"Salony kosmetyczne"|"Salon Urody Basia"|"Rynek 5"|43400|Cieszyn|"33 851 20 84"|balbinabestwina@hotmail.com|www.salonurodybasia.com
"Salony kosmetyczne"|"Laser Studio 4"|"Fordońska 141"|85739|Bydgoszcz|"52 582 73 12"|info@laserstudio4.pl|www.laserstudio4.pl
"Salony kosmetyczne"|"Evelyn Studio Ewelina Kuczma"|9|99100|Mikołajew|"790 385 184"|ekuczma@gmail.com|www.evelynstudio.pl
"Salony kosmetyczne"|"Halina Truszczyńska Gabinet kosmetyczny"|"Prosta 38 lok. 10"|10029|Olsztyn|"89 534 90 92"||www.truszczynska.cba.pl
"Salony kosmetyczne"|"Eskapada Day Spa"|"Okrzei 62"|22300|Krasnystaw|"82 542 11 69"|eskapadadayspa@gmail.com|www.eskapadadayspa.pl
"Salony kosmetyczne"|"Saba Gabinet kosmetyczny Marlena Czekała"|"św. Jana Pawła II 5a"|64400|Międzychód|"504 519 873"|marlena.czekala@wp.pl|www.sabagabinetkosmetyczny.pl
"Salony kosmetyczne"|"Laser Studio 4"|"Sukiennicza 6"|87100|Toruń|"56 652 16 85"|info@laserstudio4.pl|www.laserstudio4.pl
"Salony kosmetyczne"|"STUDIO FIGURA"|"Kielecka 1B"|26026|Morawica|"730 251 030"|jarosanna@interia.pl|studiofigurabusko-morawica.pl
"Salony kosmetyczne"|"Studio Paznokci Ewa Zeman"|"Niewiadomska 64"|44273|Rybnik|"515 538 774"|ewa.zeman@onet.pl|
"Salony kosmetyczne"|"Finezja Gabinet urody"|"Słoneczna 106"|05500|"Stara Iwiczna"|"604 317 031"|gromaga@wp.pl|www.gabinetzdrowiaiurody.pl
"Salony kosmetyczne"|"Wellmed Zdrowie I Uroda Sp. z o.o."|"Orzeszkowej 66"|43300|Bielsko-Biała|"608 618 013"|wellmed.ziu@gmail.com|
"Salony kosmetyczne"|"Esthe Joanna Zinowicz"|"Wigilijna 4 lok. 48"|20502|Lublin|"81 307 77 07"|esthe@esthe.pl|www.esthe.pl
"Salony kosmetyczne"|"Happy Lady Studio pielęgnacji i urody Maria Malinowska"|"Hubala Dobrzańskiego 42/44"|05082|"Babice Nowe"|"22 796 19 00"|zabka1970@tlen.pl|
"Salony kosmetyczne"|"Patrizia Salon Kosmetyczny Patrycja Zasińska"|"Legnicka 18"|58150|Strzegom||pati051088@wp.pl|
"Salony kosmetyczne"|"CosmeticsNail Art Sp. z o.o."|"Chopina 27 lok. 11"|05800|Pruszków|"796 316 200"|biuro@cosmeticnails.com.pl|
"Salony kosmetyczne"|"Żaneta Kaczor Loup"|"Reymonta 44 lok. 26"|30073|Kraków||zaneta.kaczor@interia.pl|
"Salony kosmetyczne"|"Babski Klimat Sp. z o.o."|"Długa 82 lok. 6"|31146|Kraków|"798 367 162"|babskiklimat@gmail.com|www.babskiklimat.pl
"Salony kosmetyczne"|"Ekskluzywny salon kosmetyczny Elite"|"pl. Zamkowy 24a lok. 3"|55200|Oława|"601 306 207"|jelenakutia@gmail.com|www.salon-elite.pl
"Salony kosmetyczne"|"Princess Studio Urody Kosmetyczno -Fryzjerskie Danisława Malinowska"|"Rynek 3"|88200|Radziejów|"78 444 80 19"|spartagrecja10@onet.pl|
"Salony kosmetyczne"|"Studio Urody i Estetyki Beata Sobieraj-Żałoba"|"Kopernika 46"|69100|Słubice|"503 618 640"|studiourodyslubice@wp.pl|studiourodyiestetyki-slubice-laser.pl
"Salony kosmetyczne"|"Maestria Klinika Urody sp. z o.o."|"płk. Więckowskiego 2 lok. 1"|70411|Szczecin|"791 353 435"|info@maestriaklinikaurody.com|www.maestriaklinikaurody.com
"Salony kosmetyczne"|Thalgo|"Orawska 24 lok. 2"|70131|Szczecin|"91 482 00 82"|jolie1@autograf.pl|
"Salony kosmetyczne"|"Gabinet Kosmetyczny Magia Urody Paulina Pietrzak"|"Częstochowska 16A"|98300|Wieluń|"726 101 309"|paulina.pietrzak@onet.pl|www.magiaurodywielun.pl
"Salony kosmetyczne"|"Atelier Creative Sp. z o.o."|"Grochowska 44 lok. 4"|04357|Warszawa|"503 814 604"|creativeatelierurody@gmail.com|www.creativeatelier.pl
"Salony kosmetyczne"|"Laser Studio 4"|"Wyszogrodzka 144"|09400|Płock|"56 646 16 12"|gabinet@estetiqpoint.pl|www.estetiqpoint.pl
"Salony kosmetyczne"|"Gabinet Kosmetyczny ""INARI"" Katarzyna Heryan"|"Węgierska 50"|65001|"Zielona Góra"|"601 536 697"|kasiaheryan@wp.pl|
"Salony kosmetyczne"|"M&b Beauty Room Magdalena Klimkiewicz"|"Czajkowskiego 62"|38400|Krosno|"737 169 745"|mibbeautyroom@gmail.com|
"Salony kosmetyczne"|"Laura Salon kosmetyczny Grażyna Neumann"|"Reja 7"|87800|Włocławek|"605 055 568"|salon.laura.com@gmail.com|www.salon-laura.com
"Salony kosmetyczne"|"U Jowi Salon Kosmetyczny Jowita Nowak"|"Piastowska 25"|89500|Tuchola|"735 371 966"|jowitanowak12345@wp.pl|
"Salony kosmetyczne"|"Maniq Studio Urody"|"Pocztowa 17/1A"|53313|Wrocław|"71 364 06 66"||www.maniq.pl
"Salony kosmetyczne"|"Studio Emem Pedicure hybrydowy, przedłużanie rzęs Marzena Mamak"|"gen. Andersa 186"|58304|Wałbrzych|"608 725 309"|marzena.mamak@gmail.com|
"Salony kosmetyczne"|"Twoja Uroda Gabinet Kosmetyczny"|"Rynkowa 8"|76150|Darłowo|"94 314 14 50"|twojauroda1@wp.pl|
"Salony kosmetyczne"|"Salon Urody ""Carla"" Alabrudzińska Karolina"|"Polna 21"|86200|Chełmno|"577 000 251"|salonurodycarla@wp.pl|www.salonurodycarla.pl
"Salony kosmetyczne"|"Joanna Talar Studio Artystyczny Azyl"|843|33390|Łącko|"531 442 653"|asiia.m27@gmail.com|
"Salony kosmetyczne"|"Studio Figura Anna Hotenko"|"kard. Wyszyńskiego 7L lok. 14"|05530|"Góra Kalwaria"||anna_hotenko@op.pl|studiofiguragorakalwaria.pl
"Salony kosmetyczne"|"Wesołowska Ilona - Salon Kosmetyczny Oaza Urody Ilona Wesołowska"|"Rynek 2"|95040|Koluszki|"666 093 501"|ilona_w82@wp.pl|
"Salony kosmetyczne"|"Gabinet Urody Joanna Stus"|"Żubardzka 3"|91022|Łódź|"603 448 060"||kosmetykalodz.com
"Salony kosmetyczne"|"Visage Magdalena Pawicka"|"Bohaterów Września 6d"|98200|Sieradz|"43 826 54 44"|studio@visage.net.pl|www.visage.net.pl
"Salony kosmetyczne"|"Grzegorz Piegat Salon Zdrowia I Urody"|"Dobrzyńska 13 lok. 14"|09400|Płock|"509 963 270"|kasia1984434@onet.pl|
"Salony kosmetyczne"|"Ewa Czajkowska-Zaremba Studio kosmetyki i makijażu"|"Poronińska 10A"|71023|Szczecin|"507 683 660"|ewa_zaremba@wp.pl|www.beautician.studio
"Salony kosmetyczne"|"Mobilne Usługi Kosmetyczne Magdalena Andersz"|3A|64115|Karolewko|"723 418 403"|magdanadal@interia.pl|
"Salony kosmetyczne"|"Angel Studio Piękna Angelika Warzocha"|"Poniatowskiego 19J"|37450|"Stalowa Wola"|"786 297 844"|angel.studiopiekna@o2.pl|
"Salony kosmetyczne"|"Gabinet Kosmetyczny Barbara Tarabura"|"Podhalańska 16"|40215|Katowice|"32 781 60 45"|kontakt@kosmetyka-tarabura.eu|www.kosmetyka-tarabura.eu
"Salony kosmetyczne"|"Metamorfoza Ciała"|"prym. Stefana Wyszyńskiego 16 DC"|59300|Lubin|"784 516 769"|justynapastuszka92@gmail.com|www.metamorfozaciala.com
"Salony kosmetyczne"|"Gabinet Podologiczny Zdrowe Stopy"|"Chrobrego 6 lok. 8"|81723|Sopot|"503 335 548"|mira2@onet.eu|www.gabinetzdrowestopy.pl
"Salony kosmetyczne"|"Salon Urody Aga Agnieszka Kowalczyk"|"Grottgera 16"|78200|Białogard|"668 331 189"|agakowalczyk11@wp.pl|
"Salony kosmetyczne"|"Zabiegi kosmetyczne J&M Justyna Pudysiak"|"pl. Wolności 5"|64000|Kościan|"601 813 647"||
"Salony kosmetyczne"|"Monic Studio"|"Konstancińska 2 lok. U-20"|02946|Warszawa|"22 424 27 16"|kontakt@monicstudio.pl|www.monicstudio.pl
"Salony kosmetyczne"|"Gabinet urody Mystic Chmielnicka Agnieszka"|"Kusocińskiego 23"|26600|Radom|"48 364 59 00"|agnieszka.chmielnicka@onet.pl|
"Salony kosmetyczne"|"Ręce i Nogi Sandra Parszewska"|"Kalwaryjska 67"|30504|Kraków|"668 142 563"|bartoszparszewski@gmail.com|www.receinogi.pl
"Salony kosmetyczne"|"Salon Urody Beauty Beti Beata Saniewska"|"Waryńskiego 3 lok. 5"|15460|Białystok|"508 039 078"|beatasaniewskaa@gmail.com|
"Salony kosmetyczne"|"Zofia Wałek Lashes By Zosia"|"Wiązowa 7f lok. 56"|40175|Katowice|"509 728 698"|walek.zofia@gmail.com|
"Salony kosmetyczne"|"Instruktor Agnieszka Poddubiuk Stylizacja-Lifting rzęs Diamond Lash Polska"|"ZBIGNIEWA HERBERTA 18 lok. 16"|10686|Olsztyn|"795 869 434"|tuosole@interia.eu|
"Salony kosmetyczne"|"Beata Misińska z Pazurem"|"Sienkiewicza 21A"|96300|Żyrardów||bietka.kubicka@wp.pl|
"Salony kosmetyczne"|"Przystań Piękna Centrum Kosmetologii Ewelina Tiborska"|"Bajki 4 lok. 3"|83010|Rotmanka|"690 107 903"|ewelinka93.93@tlen.pl|
"Salony kosmetyczne"|"Strefa Piękna Katarzyna Nieznaj"|"Narutowicza 2"|96500|Sochaczew|"511 970 276"|katy.n58@gmail.com|
"Salony kosmetyczne"|"Podokosmed Podologia i kosmetyka Izabela Sobocińska"|"Dworcowa 46"|09100|Płock|"501 763 301"|izasobocinska75@gmail.com|www.podokosmed.pl
"Salony kosmetyczne"|"Profesjonalny Gabinet Kosmetyki i Masażu ""Iwona"" Hagel-Kokolus Iwona"|"Jana Kazimierza 4"|34340|Jeleśnia|"662 119 712"|ivoneka@o2.pl|www.kosmetyczkaifryzjer.pl
"Salony kosmetyczne"|"Wioletta Gabinet kosmetyczny"|"Kościuszki 72 lok. 1"|72300|Gryfice|"91 384 32 78"|wiolettazajac@o2.pl|
"Salony kosmetyczne"|"Podo-Med Magdalena Brand-Zawadziło"|"Legnicka 55 lok. 1"|54203|Wrocław|"513 931 358"|podo-med@podo-med.wroclaw.pl|www.podo-med.wroclaw.pl
"Salony kosmetyczne"|"Karolina Paszkiewicz Studio ""Z PAZUREM"""|"Grunwaldzka 17A lok. 1"|14100|Ostróda|"691 146 938"|karolina.paszkiewicz@onet.pl|
"Salony kosmetyczne"|"New Look-Studio Urody Mariola Podsiadło"|"Wojska Polskiego 3"|28100|Busko-Zdrój|"513 522 141"|majojaa@wp.pl|
"Salony kosmetyczne"|"Jacob Lashes - Jakub Serowik"|"Zamkowa 4 lok. 3"|66340|Przytoczna||jakub_serowik@interia.pl|
"Salony kosmetyczne"|"Ogród Piękna"|"Jackowskiego 57 d"|51665|Wrocław|"728 558 519"|malgorzatajaniaczyk@interia.pl|www.ogrodpiekna.com.pl
"Salony kosmetyczne"|"Salon kosmetyki profesjonalnej i medycyny estetycznej Monika Przybylak"|"Długa 6"|85034|Bydgoszcz|"52 345 72 89"|monika.przybylak@neostrada.pl|www.przybylak-kosmetyka.com.pl
"Salony kosmetyczne"|"Kaszmir Ambasada Piękna. Agnieszka Brodecka"|"Żwirki i Wigury 48"|84230|Rumia|"512 686 740"|kaszmirinfo@gmail.com|www.kaszmirbrodecka.pl
"Salony kosmetyczne"|"Piotrkowska Ewa Hanami"|"al. Jana Pawła II 66"|47232|Kędzierzyn-Koźle|"77 481 94 08"|salon.hanami@wp.pl|www.salonhanami.pl
"Salony kosmetyczne"|"Irena Iryna Horbachevska Sp.k."|"(Ustowo 45 Wyspa w Galerii Handlowej Auchan)"|70001|Szczecin|"578 903 014"|iryna.horbachevska@wp.pl|
"Salony kosmetyczne"|"Studio Figura Niepołomice Ewa Gadowska"|"Jagiellońska 1A"|32005|Niepołomice|"502 373 738"|piotr@wspanialepodroze.pl|
"Salony kosmetyczne"|"Berenika Salonik urody Berenika Mirska"|"Rybna 9"|57320|Polanica-Zdrój|"602 889 743"|biuro@kosmetyka-berenika.pl|
"Salony kosmetyczne"|"Natura Gabinet kosmetyczny"|"1 Maja 13 lok. 105"|10117|Olsztyn|"602 535 549"|natura_olsztyn@poczta.onet.pl|www.natura.olsztyn.pl
"Salony kosmetyczne"|"Rok Styl Studio Monika Rok-Madej"|"Warszawska 191 G lok. 4"|25551|Kielce|"41 361 50 00"|rokstylstudio@wp.pl|rokstylstudio.pl
"Salony kosmetyczne"|"Salon Urody Libra Marek Baranowski"|"os. Bolesława Chrobrego 14"|60681|Poznań|"61 822 35 01"|salon@libra.poznan.pl|salonlibra.pl
"Salony kosmetyczne"|"Ego Nail Studio"|"Aleje Jerozolimskie 11/19 lok. 3"|02001|Warszawa|"576 104 309"|iryna.dobrowolska@gmail.com|
"Salony kosmetyczne"|"Klinika Urody Centrum Szkoleniowe Beauty Academy Kamila Januszewska"|"al. Piastów 11"|71795|Szczecin||new.academy@vp.pl|beautyacademy-szczecin.pl
"Salony kosmetyczne"|"Nefretete Day Spa"|36B|26624|Augustów|"48 330 89 98"|justyna.skarbek@op.pl|www.spa-radom.pl
"Salony kosmetyczne"|"Comfort Salon urody"|"ks. Antoniego Janusza 4"|43410|Zebrzydowice|"32 469 33 22"|stefania00@poczta.onet.pl|www.salonurodyzebrzydowice.pl
"Salony kosmetyczne"|"Strefa Urody Salon Fryzjersko-Kosmetyczny"|"gen. Sikorskiego 9"|05420|Józefów|"22 789 10 33"|malgorzatastarosz@wp.pl|strefa-urody.net
"Salony kosmetyczne"|"Uroda Gabinet kosmetyczno-fryzjerski"|"Rynek 3"|64800|Chodzież|"67 282 92 45"||
"Salony kosmetyczne"|"Studio Kosmetyczno - Fryzjerskie Anette"|"księcia Poniatowskiego 30"|40026|Katowice|"32 203 63 03"|studio@anette.com.pl|www.anette.com.pl
"Salony kosmetyczne"|"Studio Kosmetyczno Afrodis"|"Legionów 30"|90701|Łódź|"601 240 741"|jagoda_muller@interia.pl|afrodislodz.pl
"Salony kosmetyczne"|"Folkova Fabryka Paznokci Kamila Knebel"|"Królowej Jadwigi 15"|64920|Piła|"514 730 391"|kamilaknebel.avon@gmail.com|
"Salony kosmetyczne"|"Caroline Studio Laser Karolina Borzeszkowska"|"Żwirki i Wigury 81B lok. 29"|87100|Toruń|"511 540 919"|margaret.tattoo@gmail.com|caroline-studio.torun.pl
"Salony kosmetyczne"|"Beauty Salon Urody Tomiak Małgorzata"|"Cicha 9"|64115|Wilkowice|"605 851 092"|gosiaavon@wp.pl|www.kosmetyczka.org.pl
"Salony kosmetyczne"|"AnBeauty Studio Urody Angelika Pulit"|"Kochanowskiego 19 lok. 1"|33300|"Nowy Sącz"|"535 118 223"|angelikapulit7@gmail.com|
"Salony kosmetyczne"|"Kraina Piękna Patrycja Stankowiak"|"Słodowa 4B"|67200|Głogów|"572 482 219"|krainapieknaglogow@gmail.com|
"Salony kosmetyczne"|"Grażyna Cichoń. Salon Kosmetyczny.Manicure - Pedicure"|"Przybyszewskiego 4"|30128|Kraków|"12 430 47 06"|green1green1@gmail.com|www.manicurepedicurekrakow.pl
"Salony kosmetyczne"|"Szczęśliwa Ty - Sabina Adamczowska"|"Mickiewicza 116"|34200|"Sucha Beskidzka"|"784 898 785"|sabcia89@onet.eu|
"Salony kosmetyczne"|"Grażyna Sokołowska Sempre Bello"|"Świętokrzyska 134"|80180|Gdańsk|"509 271 714"|grazasok@gmail.com|
"Salony kosmetyczne"|"Anna-Maria Salon kosmetyczno-fryzjerski Anna Twardzik"|"Felicjanek 27 lok. 2"|31103|Kraków|"663 880 034"|annatwardzik@gmail.com|salonannamaria.pl.tl
"Salony kosmetyczne"|"Livello Stella Zdrowie Spa i Uroda"|"Olimpijska 1"|84240|Reda|"578 908 728"|elzara.michas@gmail.com|livellostella.pl
"Salony kosmetyczne"|"Studio Urody Beaute Katarzyna Jasinska"|"pl. 20 Października 2"|62050|Mosina|"666 350 258"|koska74@interia.pl|
"Salony kosmetyczne"|"Glam Studio Ewa Drobniewska"|"Mławska 6 lok. 1"|15411|Białystok||ewadrobniewska@gmail.com|
"Salony kosmetyczne"|"Alekseeva. Nailschool Sp. z o.o."|"al. Najświętszej Maryi Panny 32A lok. 6"|42200|Częstochowa|"884 787 647"|alekseeva.nailschool@gmail.com|
"Salony kosmetyczne"|"Escape Wellness&Spa"|"Woziwody 15"|02908|Warszawa||recepcja@salonescape.pl|www.salonescape.pl
"Salony kosmetyczne"|"Jeannette FHU Żaneta Kabacińska"|"Kościelna 4"|88180|"Złotniki Kujawskie"|"605 486 479"|zanett_k@op.pl|www.jannette.pl
"Salony kosmetyczne"|"Marta Rozwalka Usługi Kosmetyczne Looksus"|"por. Janiny Lewandowskiej 25"|61741|Poznań|"661 474 683"|marta.rozwalkaa@gmail.com|
"Salony kosmetyczne"|"Gabinet Kosmetyczny Centrum Urody Renata Korycińska"|"Opatowska 30"|27570|Iwaniska|"577 323 421"|centrumurodyrk@gmail.com|
"Salony kosmetyczne"|"""Diana"" Gabinet Kosmetyczny mgr Halina Porębska Kosmetolog Specjalista Promocji Zdrowia"|"Matejki 10"|33100|Tarnów|"14 626 41 61"|halpis@interia.pl|
"Salony kosmetyczne"|"Visage Ewelina Sobiech"|"Chrobrego 57B"|72110|Przybiernów|"503 134 499"|ewelina.sobiech1@wp.pl|
"Salony kosmetyczne"|"Magnetic Look"|"Friedleina 11"|30009|Kraków|"12 351 16 82"|biuro@magneticlook.pl|www.magneticlook.pl
"Salony kosmetyczne"|"Luxury Brows - Makijaż Permanentny"|"Rybacka 28A"|82300|Elbląg|"572 182 110"|ngawrylczyk@wp.pl|
"Salony kosmetyczne"|"Aurum Studio Urody Kamil Wolewiński"|"Ordona 7"|40164|Katowice|"690 134 506"|aurum.studiourody@gmail.com|
"Salony kosmetyczne"|"Katarzyna Grzyb Studio Urody"|"Gen. Augusta Emila Fieldorfa ""Nila"" 7a lok. 1a"|07410|Ostrołęka|"502 616 332"|kasiagrzybk@wp.pl|www.kosmetyczkaostroleka.pl
"Salony kosmetyczne"|"PHU ""URODA"" Monika Birówka-Bysiek"|"Nowy Świat 5A"|33100|Tarnów||monikauroda@interia.pl|salonurodatarnow.pl
"Salony kosmetyczne"|"Makeuproom Magdalena Płoskonka"|"Nałkowskiej 13"|47180|Otmice|"791 455 914"|magda_kruczek.92@onet.eu|
"Salony kosmetyczne"|"Beauty Med Salon Kosmetyczny"|"Botaniczna 32"|42209|Częstochowa||malsuk8072@o2.pl|
"Salony kosmetyczne"|"Estetica Centrum Urody"|"Słowackiego 78"|26600|Radom|"78 363 27 31"|estetica.radom@gmail.com|www.estetica.radom.pl
"Salony kosmetyczne"|"Lash Factory By Martyna Martyna Marciniak"|"Galileusza 18A"|67200|Głogów|"666 969 158"|marciniak.m25@gmail.com|
"Salony kosmetyczne"|"Rzęsy z Pazurem Angelina Pruska"|"Wysoka 51A"|89600|Chojnice|"698 128 678"|youmino24@wp.pl|
"Salony kosmetyczne"|"Iwona Stromecka Gabinet Kosmetyczny"|"Jana Sobieskiego 65 lok. 1"|05270|Marki|"511 313 373"|iwona.stromecka@op.pl|www.iwonastromecka.pl
"Salony kosmetyczne"|"Ewa Kuśmierz Nail Artist"|"Lipowa U5 lok. 17"|20020|Lublin|"791 411 372"|kusmierzewa92@gmail.com|
"Salony kosmetyczne"|"Manifaktura Beata Marciniak"|"pl. Chreptowicza 28"|08124|Mokobody|"733 873 432"|beatamarciniak@onet.eu|
